code,name,sector,score,score_raw,days_in_top,rank,stars,linkage,ignition,rs_days,rs_slope,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
5805,ＳＷＣＣ,非鉄金属,38.8,47.300000000000004,3,14,★★★★☆,0.0,9.0,18,8.8,18.1,3.3,0.0,6.0,9.0,1.9,0.0,監視(強),,0.0,25.9,4.9,10.8,13110,14520.0,7.7,0.1,6782,RS加速+8.8 / 光通信・電線(+6.0%) / 買い出来高優勢 / 開示[株式分割](1日前) / 増収+25% / ROE24% / PER23倍
6371,椿本チエイン,機械,38.5,38.5,1,15,★★★★☆,0.0,16.0,0,2.9,0.0,3.3,0.0,12.2,7.0,0.0,0.0,監視(強),,0.0,3.5,1.5,2.1,2648,2728.0,1.6,0.0,428,RS転換0日目 / 25MA上抜け7日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+30% / PER9倍
6351,鶴見製作所,機械,38.5,38.5,1,16,★★★★☆,0.0,16.0,9,7.2,0.0,2.0,0.0,15.0,5.5,0.0,0.0,監視,,0.0,14.5,2.9,10.5,2444,2595.0,9.9,0.1,173,RS転換9日目 / RS加速+7.2 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER24倍
4205,日本ゼオン,化学,38.5,38.5,1,17,★★★★☆,0.0,16.0,0,3.7,0.0,2.0,0.0,15.0,5.5,0.0,0.0,監視,,0.0,10.4,2.3,6.9,2426,2542.0,6.1,0.2,1979,RS転換0日目 / RS加速+3.7 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER14倍
3106,倉敷紡績,繊維製品,38.5,38.5,1,18,★★★★☆,0.0,16.0,6,7.8,0.0,2.0,0.0,13.5,5.5,1.5,0.0,監視,,0.0,11.9,2.9,8.9,10627,11280.0,6.9,0.1,357,RS転換6日目 / RS加速+7.8 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](7日前) / PER14倍
8707,岩井コスモホールディングス,証券、商品先物取引業,38.5,41.5,3,19,★★★★☆,0.0,16.0,8,5.9,0.0,3.3,0.0,12.2,10.0,0.0,0.0,監視,,0.0,11.0,2.2,7.8,4529,4740.0,4.1,0.1,482,RS転換8日目 / RS加速+5.9 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+40% / ROE17% / PER11倍
8628,松井証券,証券、商品先物取引業,38.3,39.5,3,20,★★★★☆,0.0,16.0,1,15.1,0.0,3.3,0.0,12.2,8.0,0.0,0.0,監視,,0.0,13.5,1.9,10.1,1165,1212.0,9.7,0.2,874,RS転換1日目 / RS加速+15.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+48% / PER20倍
3989,シェアリングテクノロジー,情報・通信業,38.0,38.0,1,21,★★★★☆,0.0,16.0,9,10.9,0.0,3.3,0.0,13.7,5.0,0.0,0.0,監視,,0.0,19.3,2.8,10.8,1533,1625.0,5.5,0.1,300,RS転換9日目 / RS加速+10.9 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク!
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,38.0,45.6,3,22,★★★★☆,0.0,12.0,8,3.1,16.5,3.0,0.0,8.0,4.0,2.1,0.0,監視,,0.0,17.7,5.6,10.6,2962,3335.0,5.5,0.0,1341,RS転換8日目 / RS加速+3.1 / 生成AI・ソフト(+5.3%) / MA上昇配列 / 開示[自己株式取得](4日前) / 増収+81%
9432,ＮＴＴ,情報・通信業,38.0,38.0,1,23,★★★★☆,0.0,16.0,0,3.7,0.0,3.3,0.0,12.2,6.5,0.0,0.0,監視,,0.0,12.3,1.7,8.4,168,174.1999969482422,4.6,0.2,36764,RS転換0日目 / RS加速+3.7 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER14倍
3107,ダイワボウホールディングス,卸売業,38.0,38.0,1,24,★★★★☆,0.0,16.0,0,1.4,0.0,2.0,0.0,13.5,6.5,0.0,0.0,監視,,0.0,4.7,2.2,4.1,3650,3817.0,3.7,0.0,907,RS転換0日目 / 25MA上抜け6日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / ROE19% / PER11倍
8387,四国銀行,銀行業,37.8,42.5,3,25,★★★★☆,0.0,18.0,1,13.2,0.0,2.0,0.0,13.5,9.0,0.0,0.0,監視,,0.0,7.3,3.2,5.5,3409,3640.0,10.0,0.2,513,RS転換1日目 / RS加速+13.2 / 25MA上抜け3日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+69% / PER9倍
6486,イーグル工業,機械,37.8,37.8,1,26,★★★★☆,0.0,16.0,0,2.3,0.0,3.3,0.0,12.0,6.5,0.0,0.0,監視,,0.0,2.0,1.6,3.5,3018,3120.0,4.0,0.2,284,RS転換0日目 / 25MA上抜け3日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / PER14倍
7177,ＧＭＯフィナンシャルホールディングス,証券、商品先物取引業,37.8,43.5,3,27,★★★★☆,0.0,18.0,8,3.3,0.0,3.3,0.0,13.7,8.5,0.0,0.0,監視,,0.0,12.0,2.1,11.7,1189,1240.0,8.0,0.3,245,RS転換8日目 / RS加速+3.3 / 25MA上抜け7日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / ROE21% / PER14倍
7711,助川電気工業,精密機器,37.7,39.8,3,28,★★★★☆,0.0,12.0,5,15.7,15.3,2.0,0.0,6.0,4.5,0.0,0.0,監視,,0.0,20.8,4.0,12.0,4835,5250.0,9.7,0.1,332,RS転換5日目 / RS加速+15.7 / 核融合(+4.6%) / 増収+26%
8614,東洋証券,証券、商品先物取引業,37.5,41.5,3,29,★★★★☆,0.0,16.0,8,6.4,0.0,3.3,0.0,12.2,10.0,0.0,0.0,監視,,0.0,12.1,2.1,8.9,722,753.0,4.4,0.1,452,RS転換8日目 / RS加速+6.4 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+55% / ROE18% / PER13倍
8604,野村ホールディングス,証券、商品先物取引業,37.5,42.5,3,30,★★★★☆,0.0,18.0,1,11.5,0.0,2.0,0.0,13.5,9.0,0.0,0.0,監視,,0.0,6.2,2.0,5.4,1580,1645.0,6.9,0.1,13181,RS転換1日目 / RS加速+11.5 / 25MA上抜け4日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+31% / PER12倍
8359,八十二長野銀行,銀行業,37.5,41.5,3,31,★★★★☆,0.0,18.0,1,10.9,0.0,2.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,5.8,2.4,3.8,2571,2703.0,4.9,0.1,3475,RS転換1日目 / RS加速+10.9 / 25MA上抜け4日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+25% / PER19倍
8566,リコーリース,その他金融業,37.5,37.5,1,32,★★★★☆,0.0,16.0,0,1.4,0.0,2.0,0.0,15.0,4.5,0.0,0.0,監視,,0.0,1.0,1.3,3.2,6746,6920.0,2.4,0.1,219,RS転換0日目 / 25MA上抜け7日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER17倍
6923,スタンレー電気,電気機器,37.3,37.3,1,33,★★★★☆,0.0,16.0,0,0.0,0.0,3.3,0.0,12.0,6.0,0.0,0.0,監視,,0.0,3.3,1.9,2.8,3536,3676.0,2.3,0.1,1727,RS転換0日目 / 25MA上抜け7日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 増収+22% / PER15倍
8386,百十四銀行,銀行業,37.3,40.8,3,34,★★★★☆,0.0,16.0,2,10.1,0.0,3.3,0.0,13.5,8.0,0.0,0.0,監視,,0.0,7.6,3.4,5.5,2908,3120.0,6.3,0.1,934,RS転換2日目 / RS加速+10.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+78% / PER19倍
8131,ミツウロコグループホールディングス,卸売業,37.1,37.1,1,35,★★★★☆,0.0,18.0,0,6.9,0.0,2.0,0.0,7.5,5.5,4.1,0.0,監視,,0.0,12.1,2.5,12.7,2292,2415.0,9.7,0.5,110,RS転換0日目 / RS加速+6.9 / 25MA上抜け9日目 / 高値圏かつ未過熱 / MA上昇配列 / RSI過熱(86)⚠ / 開示[自己株式の取得](4日前) / 開示[自己株式の取得](5日前) / PER14倍
9433,ＫＤＤＩ,情報・通信業,37.0,37.0,1,36,★★★★☆,0.0,18.0,0,3.5,0.0,1.0,0.0,12.0,6.0,0.0,0.0,監視,,0.0,0.5,1.9,3.0,2879,2995.0,4.1,0.1,25502,RS転換0日目 / RS加速+3.5 / 25MA上抜け1日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / PER16倍
7380,十六フィナンシャルグループ,銀行業,37.0,41.3,3,37,★★★★☆,0.0,18.0,2,14.0,0.0,3.3,0.0,13.5,6.5,0.0,0.0,監視,,0.0,8.8,3.3,5.4,2450,2621.0,6.4,0.0,1253,RS転換2日目 / RS加速+14.0 / 25MA上抜け4日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER17倍
8381,山陰合同銀行,銀行業,37.0,40.3,3,38,★★★★☆,0.0,16.0,1,11.5,0.0,3.3,0.0,12.0,9.0,0.0,0.0,監視,,0.0,9.7,2.6,4.0,2477,2610.0,4.3,0.1,1025,RS転換1日目 / RS加速+11.5 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 増収+38% / PER17倍
6702,富士通,電気機器,36.9,44.8,3,39,★★★★☆,0.0,12.0,0,-5.6,16.8,2.0,0.0,9.0,5.0,0.0,0.0,監視,,0.0,5.9,2.9,6.9,3718,3946.0,6.6,0.1,22968,RS転換0日目 / 高値圏かつ未過熱 / 量子(+5.4%) / MA上昇配列 / ROE16% / PER23倍
5831,しずおかフィナンシャルグループ,銀行業,36.8,41.8,3,40,★★★★☆,0.0,16.0,4,13.4,0.0,3.3,0.0,13.5,9.0,0.0,0.0,監視,,0.0,13.1,2.4,7.5,3484,3661.0,7.1,0.1,6084,RS転換4日目 / RS加速+13.4 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+58% / PER22倍
8393,宮崎銀行,銀行業,36.8,42.8,3,41,★★★★☆,0.0,18.0,1,14.4,0.0,3.3,0.0,13.5,8.0,0.0,0.0,監視,,0.0,8.9,3.2,6.7,2429,2593.0,9.1,0.1,614,RS転換1日目 / RS加速+14.4 / 25MA上抜け4日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+38% / PER15倍
8537,大光銀行,銀行業,36.7,39.0,3,42,★★★★☆,0.0,16.0,2,14.8,0.0,3.3,0.0,12.0,4.5,3.2,0.0,監視,,0.0,15.9,3.7,7.0,2829,3055.0,3.2,0.1,127,RS転換2日目 / RS加速+14.8 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 開示[自己株式の取得](6日前) / 開示[自己株式の取得](7日前) / PER10倍
8338,筑波銀行,銀行業,36.6,39.3,3,43,★★★★☆,0.0,16.0,3,16.1,0.0,3.3,0.0,12.0,8.0,0.0,0.0,監視,,0.0,18.1,4.7,7.7,676,747.0,7.8,0.2,1403,RS転換3日目 / RS加速+16.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 増収+26% / PER9倍
2429,ワールドホールディングス,サービス業,36.5,36.5,1,44,★★★★☆,0.0,16.0,0,3.3,0.0,3.3,0.0,11.7,5.5,0.0,0.0,監視,,0.0,7.8,1.8,6.0,2810,2917.0,1.8,0.1,139,RS転換0日目 / RS加速+3.3 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / 52週高値ブレイク! / PER9倍
8522,名古屋銀行,銀行業,36.5,39.5,3,45,★★★★☆,0.0,16.0,2,11.5,0.0,2.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,9.1,3.2,7.1,6764,7230.0,6.0,0.1,1081,RS転換2日目 / RS加速+11.5 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+19% / PER18倍
5076,インフロニア・ホールディングス,建設業,36.5,42.8,3,46,★★★★☆,0.0,18.0,2,11.3,0.0,3.3,0.0,13.5,8.0,0.0,0.0,監視,,0.0,9.0,2.5,6.3,2738,2882.0,4.2,0.0,4431,RS転換2日目 / RS加速+11.3 / 25MA上抜け7日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+61% / ROE24% / PER11倍
8714,池田泉州ホールディングス,銀行業,36.5,40.0,3,47,★★★★☆,0.0,18.0,2,15.3,0.0,2.0,0.0,12.0,8.0,0.0,0.0,監視,,0.0,12.7,2.9,3.8,1021,1085.0,4.8,0.1,975,RS転換2日目 / RS加速+15.3 / 25MA上抜け4日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 増収+21% / PER17倍
6178,日本郵政,サービス業,36.3,36.3,1,48,★★★★☆,0.0,14.0,0,9.4,0.0,3.3,0.0,13.5,5.5,0.0,0.0,監視,,0.0,2.2,2.0,3.8,2382,2482.5,6.0,0.1,9737,RS転換0日目 / RS加速+9.4 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER19倍
8392,大分銀行,銀行業,36.2,41.5,3,49,★★★★☆,0.0,18.0,2,18.3,0.0,2.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,13.3,3.5,7.7,2748,2957.0,9.9,0.3,651,RS転換2日目 / RS加速+18.3 / 25MA上抜け4日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+24% / PER20倍
6176,ブランジスタ,サービス業,36.2,38.8,3,50,★★★★☆,0.0,13.0,12,4.5,0.0,5.3,0.0,13.5,7.0,0.0,0.0,監視,,0.0,11.7,2.8,7.8,974,1031.0,3.8,0.2,140,RS加速+4.5 / 高値圏かつ未過熱 / 買い出来高優勢 / 資金流入増 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / ROE38% / PER7倍
8367,南都銀行,銀行業,36.2,41.5,3,51,★★★★☆,0.0,18.0,2,17.8,0.0,2.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,12.3,2.8,5.8,1853,1965.0,6.7,0.1,752,RS転換2日目 / RS加速+17.8 / 25MA上抜け4日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+21% / PER18倍
8550,栃木銀行,銀行業,36.1,38.8,3,52,★★★★☆,0.0,18.0,2,13.7,0.0,3.3,0.0,9.5,8.0,0.0,0.0,監視,,0.0,10.6,3.5,3.6,995,1071.0,5.9,0.1,719,RS転換2日目 / RS加速+13.7 / 25MA上抜け3日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 増収+30% / PER13倍
3708,特種東海製紙,パルプ・紙,36.0,36.0,1,53,★★★★☆,0.0,16.0,0,3.3,0.0,2.0,0.0,15.0,3.0,0.0,0.0,監視,,0.0,3.9,1.9,3.8,2125,2209.0,1.8,0.1,116,RS転換0日目 / RS加速+3.3 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER18倍
7715,長野計器,精密機器,36.0,36.0,1,54,★★★★☆,0.0,18.0,3,9.9,0.0,2.0,0.0,11.0,5.0,0.0,0.0,監視,,0.0,8.5,5.2,6.1,3728,4165.0,8.6,0.1,575,RS転換3日目 / RS加速+9.9 / 25MA上抜け2日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / PER14倍
7806,ＭＴＧ,その他製品,36.0,40.3,3,55,★★★★☆,0.0,16.0,9,9.9,0.0,4.3,0.0,13.5,6.5,0.0,0.0,監視,,0.0,19.4,4.0,13.5,8503,9240.0,8.6,0.1,1356,RS転換9日目 / RS加速+9.9 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+54% / ROE22%
8098,稲畑産業,卸売業,35.9,40.0,3,56,★★★☆☆,0.0,16.0,1,7.2,0.0,3.3,0.0,13.7,7.0,0.0,0.0,監視,,0.0,11.8,1.7,9.0,4359,4510.0,5.6,0.2,383,RS転換1日目 / RS加速+7.2 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / 増収+19% / PER12倍
8336,武蔵野銀行,銀行業,35.8,40.5,3,57,★★★☆☆,0.0,18.0,1,11.5,0.0,1.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,7.1,2.4,4.3,2675,2811.0,5.8,0.1,691,RS転換1日目 / RS加速+11.5 / 25MA上抜け4日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+66% / PER18倍
8418,山口フィナンシャルグループ,銀行業,35.5,39.5,3,58,★★★☆☆,0.0,16.0,1,8.7,0.0,2.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,5.7,2.5,3.8,3045,3205.0,4.3,0.1,1325,RS転換1日目 / RS加速+8.7 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+41% / PER20倍
8331,千葉銀行,銀行業,35.5,40.5,3,59,★★★☆☆,0.0,16.0,1,7.6,0.0,2.0,0.0,13.5,9.0,0.0,0.0,監視,,0.0,5.2,2.6,3.0,2668,2817.0,3.2,0.1,6144,RS転換1日目 / RS加速+7.6 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+52% / PER19倍
7846,パイロットコーポレーション,その他製品,35.4,38.3,3,60,★★★☆☆,0.0,11.5,37,4.1,0.0,4.3,0.0,15.0,7.5,0.0,0.0,監視,,0.0,15.2,2.0,10.2,2042,2125.5,6.3,0.1,573,RS加速+4.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER16倍
7752,リコー,電気機器,35.3,35.3,1,61,★★★☆☆,0.0,14.0,0,1.8,0.0,3.3,0.0,13.5,4.5,0.0,0.0,監視,,0.0,7.0,2.0,5.7,1653,1721.0,3.7,0.1,4482,RS転換0日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER18倍
9824,泉州電業,卸売業,35.2,38.5,3,62,★★★☆☆,0.0,16.0,9,7.7,0.0,2.0,0.0,13.5,7.0,0.0,0.0,監視,,0.0,18.7,2.4,9.9,6993,7350.0,5.2,0.1,319,RS転換9日目 / RS加速+7.7 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+26% / PER17倍
8308,りそなホールディングス,銀行業,35.2,40.5,3,63,★★★☆☆,0.0,16.0,3,13.8,0.0,2.0,0.0,13.5,9.0,0.0,0.0,監視,,0.0,12.6,2.8,6.6,2369,2512.0,5.9,0.2,21511,RS転換3日目 / RS加速+13.8 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+16% / PER22倍
8020,兼松,卸売業,35.0,39.8,3,64,★★★☆☆,0.0,18.0,1,4.5,0.0,3.3,0.0,12.0,6.5,0.0,0.0,監視,,0.0,6.7,2.3,5.3,2175,2281.5,3.9,0.1,1258,RS転換1日目 / RS加速+4.5 / 25MA上抜け7日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / ROE18% / PER12倍
6724,セイコーエプソン,電気機器,35.0,35.0,1,65,★★★☆☆,0.0,18.0,1,3.9,0.0,3.3,0.0,12.2,1.5,0.0,0.0,監視,,0.0,8.0,2.3,5.1,3096,3245.0,5.2,0.1,5056,RS転換1日目 / RS加速+3.9 / 25MA上抜け7日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前
8059,第一実業,卸売業,34.6,39.3,3,66,★★★☆☆,0.0,16.0,2,15.8,0.0,4.3,0.0,15.0,4.0,0.0,0.0,監視,,0.0,18.2,2.2,8.2,3667,3835.0,6.5,0.5,408,RS転換2日目 / RS加速+15.8 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER12倍
6508,明電舎,電気機器,34.5,29.2,3,67,★★★☆☆,0.0,9.0,20,-8.9,9.7,1.0,0.0,9.5,0.0,0.0,0.0,監視,,0.0,18.9,4.7,6.3,10534,11630.0,-0.3,0.1,3941,高値圏かつ未過熱 / AIデータセンター・電力(+1.9%) / MA上昇配列 / パーフェクトオーダー
2354,ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,34.3,36.0,3,68,★★★☆☆,0.0,18.0,4,34.3,0.0,2.0,0.0,11.0,5.0,0.0,0.0,監視,,0.0,19.1,7.5,11.4,1259,1480.0,8.4,0.1,1201,RS転換4日目 / RS加速+34.3 / 25MA上抜け7日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / ROE16% / PER22倍
3399,丸千代山岡家,小売業,34.0,36.0,3,69,★★★☆☆,0.0,16.0,8,8.2,0.0,3.3,0.0,12.2,4.5,0.0,0.0,監視,,0.0,14.0,3.0,7.5,3793,4035.0,2.4,0.1,288,RS転換8日目 / RS加速+8.2 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER22倍
