date,code,score,gap_pct,score_raw,ignition,rs20,rs_days,sv
2026-08-03,6857,47.1,-5.5,,,,,
2026-08-03,2760,47.0,4.9,,,,,
2026-08-03,3994,47.0,18.9,,,,,
2026-08-03,5975,46.900000000000006,3.2,,,,,
2026-08-03,4901,46.9,7.9,,,,,
2026-08-03,6503,46.8,2.7,,,,,
2026-08-03,4980,46.5,18.4,,,,,
2026-08-03,6951,46.5,10.1,,,,,
2026-08-03,4461,46.3,-16.9,,,,,
2026-08-03,3923,46.2,10.9,,,,,
2026-08-03,6323,46.0,22.0,,,,,
2026-08-03,4063,45.9,13.2,,,,,
2026-08-03,6305,45.6,12.1,,,,,
2026-08-03,8309,45.6,8.8,,,,,
2026-08-03,8411,45.4,11.0,,,,,
2026-08-03,5801,45.3,12.2,,,,,
2026-08-03,8591,45.2,9.1,,,,,
2026-08-03,9449,45.1,2.6,,,,,
2026-08-03,6871,45.0,17.8,,,,,
2026-08-03,4733,45.0,7.6,,,,,
2026-08-03,6315,45.0,15.8,,,,,
2026-08-03,7735,44.8,28.8,,,,,
2026-08-03,7012,44.7,7.5,,,,,
2026-08-03,3697,44.5,14.3,,,,,
2026-08-03,4686,44.2,5.7,,,,,
2026-08-03,9962,44.1,2.4,,,,,
2026-08-03,6471,44.1,4.6,,,,,
2026-08-03,6841,44.0,10.2,,,,,
2026-08-03,7729,44.0,11.9,,,,,
2026-08-03,5803,44.0,11.1,,,,,
2026-08-03,6758,43.9,2.8,,,,,
2026-08-03,5970,43.8,3.7,,,,,
2026-08-03,6370,43.6,10.0,,,,,
2026-08-03,2492,43.5,8.5,,,,,
2026-08-03,7011,43.2,10.7,,,,,
2026-08-03,6302,43.2,9.6,,,,,
2026-08-03,6727,43.2,7.6,,,,,
2026-08-03,7282,43.1,-1.5,,,,,
2026-08-03,6702,43.1,-2.4,,,,,
2026-08-03,6103,43.0,8.9,,,,,
2026-08-03,6971,43.0,8.7,,,,,
2026-08-03,6463,43.0,1.7,,,,,
2026-08-03,6920,43.0,22.2,,,,,
2026-08-03,8053,42.7,2.6,,,,,
2026-08-03,4755,42.5,5.7,,,,,
2026-08-03,7240,42.5,6.2,,,,,
2026-08-03,4689,42.2,4.9,,,,,
2026-08-03,7613,42.1,8.7,,,,,
2026-08-03,4478,42.0,12.2,,,,,
2026-08-03,6473,41.5,1.2,,,,,
2026-08-03,6141,41.2,10.4,,,,,
2026-08-03,8002,40.7,10.5,,,,,
2026-08-03,6506,40.0,16.8,,,,,
2026-08-03,4118,39.6,7.3,,,,,
2026-08-03,6268,39.1,11.3,,,,,
2026-08-03,4966,36.0,10.7,,,,,
2026-08-03,4180,36.0,9.3,,,,,
2026-08-03,5310,36.0,11.2,,,,,
2026-08-03,4062,36.0,8.9,,,,,
2026-08-03,8316,35.7,10.9,,,,,
2026-08-03,5195,35.5,1.7,,,,,
2026-08-03,8306,35.5,11.3,,,,,
2026-08-03,8078,35.4,7.5,,,,,
2026-08-03,7609,35.3,10.0,,,,,
2026-08-03,8001,35.2,3.4,,,,,
2026-08-03,8604,35.1,11.7,,,,,
2026-08-03,6340,35.099999999999994,4.2,,,,,
2026-08-03,6361,35.0,11.5,,,,,
2026-08-03,8707,34.9,7.6,,,,,
2026-08-03,6387,34.7,14.9,,,,,
2026-08-03,6480,34.7,6.7,,,,,
2026-08-03,6395,34.6,8.4,,,,,
2026-08-03,7734,34.5,4.7,,,,,
2026-08-03,8031,34.3,6.3,,,,,
2026-08-03,6586,34.3,18.7,,,,,
2026-08-04,6702,47.9,8.0,,,,,
2026-08-04,8551,46.5,3.6,,,,,
2026-08-04,6501,46.4,-1.7,,,,,
2026-08-04,8601,46.3,5.7,,,,,
2026-08-04,6857,46.2,-14.9,,,,,
2026-08-04,6323,46.0,4.5,,,,,
2026-08-04,6508,45.89999999999999,-18.2,,,,,
2026-08-04,8035,45.8,8.9,,,,,
2026-08-04,6098,45.7,7.6,,,,,
2026-08-04,4062,45.5,4.3,,,,,
2026-08-04,5802,44.9,12.5,,,,,
2026-08-04,6200,44.5,4.3,,,,,
2026-08-04,3923,43.9,8.9,,,,,
2026-08-04,8377,42.9,4.5,,,,,
2026-08-04,4980,42.7,8.6,,,,,
2026-08-04,5805,42.7,2.6,,,,,
2026-08-04,5975,42.6,4.0,,,,,
2026-08-04,4443,42.5,7.2,,,,,
2026-08-04,8002,42.4,6.8,,,,,
2026-08-04,7282,42.3,3.5,,,,,
2026-08-04,6954,42.2,9.1,,,,,
2026-08-04,5803,42.0,4.9,,,,,
2026-08-04,8306,41.6,6.3,,,,,
2026-08-04,6302,41.5,3.7,,,,,
2026-08-04,6301,41.1,5.0,,,,,
2026-08-04,6961,41.0,13.7,,,,,
2026-08-04,7735,41.0,19.9,,,,,
2026-08-04,6988,40.6,7.3,,,,,
2026-08-04,7012,40.5,4.7,,,,,
2026-08-04,4901,40.4,3.3,,,,,
2026-08-04,6758,40.2,6.3,,,,,
2026-08-04,8541,40.0,10.9,,,,,
2026-08-04,6871,39.9,2.6,,,,,
2026-08-04,5830,39.9,4.1,,,,,
2026-08-04,8370,39.8,5.5,,,,,
2026-08-04,9065,39.7,6.0,,,,,
2026-08-04,8078,39.7,3.0,,,,,
2026-08-04,6952,39.4,-21.3,,,,,
2026-08-04,7327,39.3,2.9,,,,,
2026-08-04,7745,39.2,0.2,,,,,
2026-08-04,3697,39.2,13.0,,,,,
2026-08-04,6517,39.1,-16.6,,,,,
2026-08-04,8388,39.0,6.9,,,,,
2026-08-04,4118,38.9,3.3,,,,,
2026-08-04,3994,38.6,13.1,,,,,
2026-08-04,2492,38.6,8.9,,,,,
2026-08-04,4689,38.5,5.3,,,,,
2026-08-04,6250,38.5,1.2,,,,,
2026-08-04,4733,38.400000000000006,4.5,,,,,
2026-08-04,6806,38.3,3.0,,,,,
2026-08-04,6103,38.2,3.7,,,,,
2026-08-04,6951,37.9,1.9,,,,,
2026-08-04,4220,37.9,-41.7,,,,,
2026-08-04,6305,37.8,8.5,,,,,
2026-08-04,3993,37.8,1.4,,,,,
2026-08-04,8600,37.8,5.4,,,,,
2026-08-04,6326,37.5,5.2,,,,,
2026-08-04,8360,37.5,5.7,,,,,
2026-08-04,4755,37.5,4.4,,,,,
2026-08-04,8001,37.400000000000006,3.5,,,,,
2026-08-04,9682,37.400000000000006,6.4,,,,,
2026-08-04,6141,37.4,1.8,,,,,
2026-08-04,7011,37.4,5.4,,,,,
2026-08-04,8084,37.3,-8.7,,,,,
2026-08-04,5801,37.0,1.8,,,,,
2026-08-04,6727,36.8,3.8,,,,,
2026-08-04,4478,36.0,5.7,,,,,
2026-08-04,5444,36.0,3.3,,,,,
2026-08-04,8031,35.9,4.2,,,,,
2026-08-04,4186,35.8,8.0,,,,,
2026-08-04,6841,35.4,3.5,,,,,
2026-08-04,6506,35.1,2.8,,,,,
2026-08-04,6266,35.0,6.2,,,,,
2026-08-04,3151,34.900000000000006,4.9,,,,,
2026-08-04,6463,34.9,-1.2,,,,,
2026-08-04,7613,33.8,2.4,,,,,
2026-08-04,4970,33.5,4.5,,,,,
2026-08-04,7220,32.5,4.3,,,,,
2026-08-04,6473,32.3,1.7,,,,,
2026-08-04,6707,31.0,5.8,,,,,
2026-08-04,7609,30.1,-4.6,,,,,
2026-08-04,6504,30.0,-7.6,,,,,
2026-08-04,2146,30.0,3.9,,,,,
2026-08-04,6787,30.0,6.3,,,,,
2026-08-04,5440,30.0,5.2,,,,,
2026-08-04,6590,30.0,10.0,,,,,
2026-08-04,3110,30.0,11.8,,,,,
2026-08-04,8316,29.9,8.3,,,,,
2026-08-04,3984,29.9,3.6,,,,,
2026-08-04,6395,29.9,4.7,,,,,
2026-08-04,6728,29.7,3.9,,,,,
2026-08-04,6770,29.6,8.1,,,,,
2026-08-04,5401,29.6,3.0,,,,,
2026-08-04,8411,29.6,5.4,,,,,
2026-08-04,6387,29.5,4.2,,,,,
2026-08-04,5970,29.5,3.5,,,,,
2026-08-04,7780,29.4,3.5,,,,,
2026-08-04,6432,29.0,7.1,,,,,
2026-08-04,6526,29.0,12.4,,,,,
2026-08-04,9962,29.0,-9.0,,,,,
2026-08-05,6857,58.89999999999999,-13.8,,,,,
2026-08-05,7729,55.7,-15.7,,,,,
2026-08-05,4062,55.60000000000001,-41.9,,,,,
2026-08-05,6954,54.1,6.3,,,,,
2026-08-05,6871,53.8,-27.0,,,,,
2026-08-05,5801,51.2,-34.1,,,,,
2026-08-05,6323,50.3,-25.8,,,,,
2026-08-05,6508,49.9,-30.4,,,,,
2026-08-05,6501,48.3,-0.2,,,,,
2026-08-05,5803,47.7,-29.0,,,,,
2026-08-05,6920,46.8,-32.9,,,,,
2026-08-05,6504,46.5,-13.5,,,,,
2026-08-05,5805,45.7,-16.9,,,,,
2026-08-05,6146,45.1,-17.1,,,,,
2026-08-05,8035,44.6,-6.1,,,,,
2026-08-05,6200,44.5,8.5,,,,,
2026-08-05,5802,44.1,-7.4,,,,,
2026-08-05,6315,43.3,-25.7,,,,,
2026-08-05,4980,42.3,-0.7,,,,,
2026-08-05,6702,41.6,12.6,,,,,
2026-08-05,6301,41.0,3.0,,,,,
2026-08-05,6305,40.4,6.0,,,,,
2026-08-05,6098,40.1,4.8,,,,,
2026-08-05,7735,39.8,-8.9,,,,,
2026-08-05,7609,39.7,-34.0,,,,,
2026-08-05,6506,39.400000000000006,-13.8,,,,,
2026-08-05,8609,38.8,3.0,,,,,
2026-08-05,6326,38.8,9.5,,,,,
2026-08-05,7011,38.5,-4.3,,,,,
2026-08-05,6324,38.5,-31.4,,,,,
2026-08-05,5310,38.3,-16.0,,,,,
2026-08-05,8551,38.2,1.3,,,,,
2026-08-05,7012,38.0,-4.7,,,,,
2026-08-05,6503,37.9,-7.1,,,,,
2026-08-05,5108,37.9,5.3,,,,,
2026-08-05,9310,37.6,3.4,,,,,
2026-08-05,6758,37.4,9.2,,,,,
2026-08-05,4189,36.900000000000006,-10.9,,,,,
2026-08-05,4206,36.9,-4.7,,,,,
2026-08-05,8012,36.8,-10.7,,,,,
2026-08-05,7246,36.6,-6.5,,,,,
2026-08-05,6349,36.6,3.6,,,,,
2026-08-05,8795,36.400000000000006,2.7,,,,,
2026-08-05,3697,36.3,9.8,,,,,
2026-08-05,3993,36.2,-2.4,,,,,
2026-08-05,7282,36.1,4.1,,,,,
2026-08-05,4716,35.6,5.5,,,,,
2026-08-05,2737,35.6,-91.9,,,,,
2026-08-05,6627,35.5,-41.0,,,,,
2026-08-05,6454,35.4,-12.1,,,,,
2026-08-05,8001,35.2,4.7,,,,,
2026-08-05,5970,35.2,5.0,,,,,
2026-08-05,6463,35.1,1.1,,,,,
2026-08-05,4733,35.0,8.6,,,,,
2026-08-05,9706,35.0,3.8,,,,,
2026-08-05,5195,34.900000000000006,1.3,,,,,
2026-08-05,4443,34.9,9.4,,,,,
2026-08-05,8541,34.8,2.4,,,,,
2026-08-05,7745,34.7,-9.0,,,,,
2026-08-05,5444,34.6,2.8,,,,,
2026-08-05,3962,34.599999999999994,5.3,,,,,
2026-08-05,7309,34.5,9.0,,,,,
2026-08-05,5411,34.400000000000006,3.9,,,,,
2026-08-05,5480,34.2,4.1,,,,,
2026-08-05,6250,34.2,-6.5,,,,,
2026-08-05,5406,34.0,7.4,,,,,
2026-08-05,5410,33.9,4.6,,,,,
2026-08-05,8084,33.8,-8.5,,,,,
2026-08-05,3994,33.599999999999994,7.1,,,,,
2026-08-05,7888,33.4,5.4,,,,,
2026-08-05,7242,33.3,3.7,,,,,
2026-08-05,6302,32.400000000000006,-13.9,,,,,
2026-08-05,8150,32.0,-7.0,,,,,
2026-08-05,8159,31.8,-15.7,,,,,
2026-08-05,8037,31.3,3.5,,,,,
2026-08-05,8088,31.2,3.5,,,,,
2026-08-05,6125,29.3,-24.6,,,,,
2026-08-05,5946,28.8,4.8,,,,,
2026-08-05,5449,28.7,5.6,,,,,
2026-08-05,5949,28.6,4.0,,,,,
2026-08-05,9699,27.1,2.7,,,,,
2026-08-05,6103,26.9,-6.0,,,,,
2026-08-05,9449,26.8,2.4,,,,,
2026-08-05,5401,26.8,0.6,,,,,
2026-08-05,5233,26.8,4.5,,,,,
2026-08-05,6861,26.8,-7.6,,,,,
2026-08-05,6941,26.8,-28.3,,,,,
2026-08-05,6701,26.8,9.3,,,,,
2026-08-05,5975,26.7,1.5,,,,,
2026-08-05,6432,26.5,-3.8,,,,,
2026-08-05,4290,26.5,7.0,,,,,
2026-08-05,5408,26.4,2.4,,,,,
2026-08-05,6361,26.4,-16.3,,,,,
2026-08-05,7267,26.4,3.5,,,,,
2026-08-05,8031,26.3,7.3,,,,,
2026-08-05,6988,26.0,3.5,,,,,
2026-08-05,7201,26.0,9.9,,,,,
2026-08-05,7240,26.0,3.3,,,,,
2026-08-05,7752,26.0,8.1,,,,,
2026-08-05,6287,26.0,0.3,,,,,
2026-08-07,6857,53.6,3.8,,,,,
2026-08-07,6517,43.4,5.1,,,,,
2026-08-07,6146,42.0,7.3,,,,,
2026-08-07,6871,40.400000000000006,4.8,,,,,
2026-08-07,6315,39.4,7.9,,,,,
2026-08-07,8035,39.2,5.4,,,,,
2026-08-07,4980,39.0,9.5,,,,,
2026-08-07,5801,38.9,-12.1,,,,,
2026-08-07,6920,38.6,9.6,,,,,
2026-08-07,7729,38.4,2.3,,,,,
2026-08-07,6504,37.0,1.0,,,,,
2026-08-07,6501,36.9,-1.7,,,,,
2026-08-07,5803,36.400000000000006,0.5,,,,,
2026-08-07,4062,36.0,-16.9,,,,,
2026-08-07,6323,35.3,2.6,,,,,
2026-08-07,6508,34.9,-1.9,,,,,
2026-08-07,6954,34.6,-5.2,,,,,
2026-08-07,5805,34.2,-3.6,,,,,
2026-08-07,6787,34.0,4.3,,,,,
2026-08-07,6941,33.7,8.0,,,,,
2026-08-07,6723,33.7,8.8,,,,,
2026-08-07,6806,33.7,0.7,,,,,
2026-08-07,5310,33.2,-5.8,,,,,
2026-08-07,5802,33.2,-0.3,,,,,
2026-08-07,7745,32.6,6.4,,,,,
2026-08-07,6141,31.6,3.7,,,,,
2026-08-07,7609,31.5,-13.2,,,,,
2026-08-07,9984,31.4,4.0,,,,,
2026-08-07,6961,31.3,12.0,,,,,
2026-08-07,8377,30.8,-5.6,,,,,
2026-08-07,3984,30.6,12.0,,,,,
2026-08-07,9962,30.0,6.7,,,,,
2026-08-07,5344,29.9,3.7,,,,,
2026-08-07,6702,29.9,0.0,,,,,
2026-08-07,6055,29.6,4.6,,,,,
2026-08-07,285A,29.3,6.3,,,,,
2026-08-07,8346,29.3,-8.2,,,,,
2026-08-07,4189,29.2,-9.2,,,,,
2026-08-07,6762,29.0,5.9,,,,,
2026-08-07,4578,28.9,0.0,,,,,
2026-08-07,8344,28.7,0.0,,,,,
2026-08-07,7011,28.7,0.0,,,,,
2026-08-07,6454,28.7,0.0,,,,,
2026-08-07,6506,28.3,-3.7,,,,,
2026-08-07,7279,28.3,2.7,,,,,
2026-08-07,6507,28.1,5.0,,,,,
2026-08-07,4975,28.0,6.2,,,,,
2026-08-07,6674,27.9,4.8,,,,,
2026-08-07,7711,27.9,0.0,,,,,
2026-08-07,5970,27.9,-5.8,,,,,
2026-08-07,5975,27.8,-9.0,,,,,
2026-08-07,6503,27.5,-3.7,,,,,
2026-08-07,6301,27.3,-6.5,,,,,
2026-08-07,6951,27.2,-0.2,,,,,
2026-08-07,6098,27.1,-2.8,,,,,
2026-08-07,5301,26.7,-10.3,,,,,
2026-08-07,6590,26.7,8.7,,,,,
2026-08-07,3132,26.5,-9.8,,,,,
2026-08-07,6266,26.4,15.4,,,,,
2026-08-07,4186,26.0,4.4,,,,,
2026-08-07,5901,26.0,0.0,,,,,
2026-08-07,6282,26.0,0.0,,,,,
2026-08-07,6490,25.9,-3.7,,,,,
2026-08-07,6668,25.8,-7.4,,,,,
2026-08-07,6724,25.5,-6.0,,,,,
2026-08-07,6479,25.5,3.3,,,,,
2026-08-07,6627,25.4,-6.5,,,,,
2026-08-07,7012,25.2,-5.5,,,,,
2026-08-07,6861,25.0,-1.6,,,,,
2026-08-07,3962,24.700000000000003,1.9,,,,,
2026-08-07,4203,24.6,-2.5,,,,,
2026-08-07,6971,24.5,-5.8,,,,,
2026-08-07,6996,24.3,4.1,,,,,
2026-08-07,3374,24.1,-9.4,,,,,
2026-08-07,6324,23.8,-8.0,,,,,
2026-08-07,6976,23.200000000000003,7.4,,,,,
2026-08-07,9310,23.2,0.0,,,,,
2026-08-07,6707,21.9,5.4,,,,,
2026-08-07,6481,21.200000000000003,-5.2,,,,,
2026-08-07,9348,19.7,0.0,,,,,
2026-08-07,6103,19.5,-11.1,,,,,
2026-08-07,6273,19.4,-1.3,,,,,
2026-08-07,6302,19.4,-9.8,,,,,
2026-08-07,6361,19.4,0.9,,,,,
2026-08-07,5976,19.4,0.0,,,,,
2026-08-07,4901,19.3,17.5,,,,,
2026-08-07,4443,19.3,2.8,,,,,
2026-08-07,8078,19.200000000000003,-3.0,,,,,
2026-08-07,6526,19.2,5.7,,,,,
2026-08-07,4118,19.1,0.0,,,,,
2026-08-07,4966,19.0,1.9,,,,,
2026-08-07,6737,18.8,0.0,,,,,
2026-08-07,6800,18.7,1.7,,,,,
2026-08-07,6988,18.6,-3.8,,,,,
2026-08-07,6859,18.6,-2.2,,,,,
2026-08-07,9619,18.6,0.0,,,,,
2026-08-07,8084,18.6,0.0,,,,,
2026-08-07,6752,18.5,0.4,,,,,
2026-08-07,4206,18.5,0.0,,,,,
2026-08-07,6638,18.5,-1.9,,,,,
2026-08-09,5803,42.9,-15.9,,,,,
2026-08-09,5801,42.2,-15.7,,,,,
2026-08-09,6857,41.7,2.3,,,,,
2026-08-09,4980,36.8,9.4,,,,,
2026-08-09,6146,34.599999999999994,7.4,,,,,
2026-08-09,7729,33.8,3.1,,,,,
2026-08-09,5805,33.7,0.0,,,,,
2026-08-09,5802,32.9,0.2,,,,,
2026-08-09,6920,32.9,12.4,,,,,
2026-08-09,6501,32.5,-3.4,,,,,
2026-08-09,6517,32.3,3.9,,,,,
2026-08-09,6315,32.3,9.3,,,,,
2026-08-09,6871,32.0,5.5,,,,,
2026-08-09,5310,31.3,-7.4,,,,,
2026-08-09,6323,31.1,4.8,,,,,
2026-08-09,8035,30.3,5.0,,,,,
2026-08-09,4062,30.1,-18.2,,,,,
2026-08-09,6875,29.6,-17.4,,,,,
2026-08-09,6324,29.0,0.0,,,,,
2026-08-09,6806,28.7,2.4,,,,,
2026-08-09,6506,28.6,-3.5,,,,,
2026-08-09,6762,28.5,6.3,,,,,
2026-08-09,6954,28.5,-4.4,,,,,
2026-08-09,4114,28.2,0.0,,,,,
2026-08-09,7716,28.1,0.0,,,,,
2026-08-09,6652,28.0,-6.4,,,,,
2026-08-09,6941,27.6,10.1,,,,,
2026-08-09,6479,27.5,4.6,,,,,
2026-08-09,6141,27.3,3.7,,,,,
2026-08-09,4186,27.2,3.9,,,,,
2026-08-09,7011,27.0,0.0,,,,,
2026-08-09,6859,26.9,-4.4,,,,,
2026-08-09,8037,26.9,0.0,,,,,
2026-08-09,6351,26.700000000000003,0.0,,,,,
2026-08-09,4966,26.4,6.0,,,,,
2026-08-09,6702,26.3,0.0,,,,,
2026-08-09,6508,26.2,-1.1,,,,,
2026-08-09,5192,26.2,0.0,,,,,
2026-08-09,6504,26.0,-0.4,,,,,
2026-08-09,6787,25.9,15.8,,,,,
2026-08-09,4004,25.9,-12.7,,,,,
2026-08-09,3167,25.6,0.0,,,,,
2026-08-09,5344,25.4,4.3,,,,,
2026-08-09,6723,25.3,8.0,,,,,
2026-08-09,4401,25.200000000000003,-18.3,,,,,
2026-08-09,6282,25.2,0.0,,,,,
2026-08-09,6490,25.1,-0.4,,,,,
2026-08-09,6638,25.0,13.0,,,,,
2026-08-09,7745,24.9,6.4,,,,,
2026-08-09,6590,24.8,8.6,,,,,
2026-08-09,6996,24.7,4.2,,,,,
2026-08-09,6800,24.7,2.5,,,,,
2026-08-09,7711,24.7,0.0,,,,,
2026-08-09,5830,24.7,0.0,,,,,
2026-08-09,5976,24.3,0.0,,,,,
2026-08-09,5975,24.3,-8.8,,,,,
2026-08-09,3110,24.1,2.9,,,,,
2026-08-09,6961,23.9,13.6,,,,,
2026-08-09,6951,23.8,1.2,,,,,
2026-08-09,6507,23.2,5.7,,,,,
2026-08-09,5108,23.2,0.0,,,,,
2026-08-09,9310,23.2,0.0,,,,,
2026-08-09,9619,23.1,0.0,,,,,
2026-08-09,7609,23.1,-15.9,,,,,
2026-08-09,4975,23.1,10.0,,,,,
2026-08-09,6055,23.0,6.4,,,,,
2026-08-09,6266,22.9,19.2,,,,,
2026-08-09,6125,22.8,2.2,,,,,
2026-08-09,8032,22.8,0.0,,,,,
2026-08-09,6250,22.700000000000003,-9.1,,,,,
2026-08-09,7846,22.7,0.0,,,,,
2026-08-09,6976,22.6,4.5,,,,,
2026-08-09,4246,22.6,0.0,,,,,
2026-08-09,8163,22.6,0.0,,,,,
2026-08-09,6481,22.4,-3.5,,,,,
2026-08-09,6724,22.4,-6.3,,,,,
2026-08-09,9962,22.3,6.7,,,,,
2026-08-09,6273,22.2,-2.0,,,,,
2026-08-09,6498,22.0,7.4,,,,,
2026-08-09,6707,21.7,5.3,,,,,
2026-08-09,3106,20.9,0.0,,,,,
2026-08-09,6379,20.7,0.0,,,,,
2026-08-09,6503,20.7,-4.2,,,,,
2026-08-09,8377,20.7,-5.6,,,,,
2026-08-09,3374,20.6,-9.1,,,,,
2026-08-09,5480,20.6,0.0,,,,,
2026-08-09,6627,20.6,-5.3,,,,,
2026-08-09,5901,20.5,0.0,,,,,
2026-08-09,4471,20.4,0.0,,,,,
2026-08-09,4901,20.4,15.4,,,,,
2026-08-09,4008,20.3,0.0,,,,,
2026-08-09,5186,20.1,0.0,,,,,
2026-08-09,7613,20.1,-10.7,,,,,
2026-08-09,3176,20.1,0.0,,,,,
2026-08-09,8022,20.0,0.0,,,,,
2026-08-09,7296,20.0,0.0,,,,,
2026-08-09,4997,20.0,0.0,,,,,
2026-08-09,8600,20.0,0.0,,,,,
2026-08-09,8159,19.9,0.0,,,,,
2026-08-09,5401,19.6,0.0,,,,,
2026-08-10,6857,40.4,-7.8,,,,,
2026-08-10,4980,38.4,14.1,,,,,
2026-08-10,6315,38.3,12.4,,,,,
2026-08-10,7729,35.7,1.5,,,,,
2026-08-10,6501,35.400000000000006,-2.0,,,,,
2026-08-10,5805,34.50000000000001,-13.4,,,,,
2026-08-10,4062,33.3,-19.5,,,,,
2026-08-10,5803,32.7,-18.8,,,,,
2026-08-10,5801,32.4,-9.4,,,,,
2026-08-10,6702,32.300000000000004,0.0,,,,,
2026-08-10,5310,32.1,-6.3,,,,,
2026-08-10,6920,31.2,12.3,,,,,
2026-08-10,6787,30.4,25.1,,,,,
2026-08-10,6723,30.4,4.2,,,,,
2026-08-10,5016,30.1,4.4,,,,,
2026-08-10,6871,30.1,5.8,,,,,
2026-08-10,8050,29.8,-18.8,,,,,
2026-08-10,6146,29.7,-1.5,,,,,
2026-08-10,4401,29.5,-19.1,,,,,
2026-08-10,5802,29.3,1.4,,,,,
2026-08-10,3433,29.3,4.4,,,,,
2026-08-10,4966,29.2,14.7,,,,,
2026-08-10,9962,29.0,10.6,,,,,
2026-08-10,6323,28.8,8.0,,,,,
2026-08-10,6141,28.8,7.3,,,,,
2026-08-10,6954,28.7,-3.0,,,,,
2026-08-10,9619,28.4,0.0,,,,,
2026-08-10,6490,28.1,6.3,,,,,
2026-08-10,6506,28.0,-2.0,,,,,
2026-08-10,6668,28.0,10.0,,,,,
2026-08-10,3097,28.0,0.0,,,,,
2026-08-10,6098,27.8,-28.6,,,,,
2026-08-10,4631,27.7,0.0,,,,,
2026-08-10,5384,27.6,5.2,,,,,
2026-08-10,7716,27.3,0.0,,,,,
2026-08-10,6504,27.3,-1.7,,,,,
2026-08-10,5192,27.0,0.0,,,,,
2026-08-10,7011,27.0,0.0,,,,,
2026-08-10,6103,26.8,-6.3,,,,,
2026-08-10,4970,26.7,16.6,,,,,
2026-08-10,6407,26.4,7.1,,,,,
2026-08-10,5970,26.3,0.0,,,,,
2026-08-10,4208,26.3,0.0,,,,,
2026-08-10,6379,26.2,0.0,,,,,
2026-08-10,4919,26.0,0.0,,,,,
2026-08-10,7711,25.7,0.0,,,,,
2026-08-10,4246,25.2,0.0,,,,,
2026-08-10,4044,25.2,0.0,,,,,
2026-08-10,6266,25.1,18.0,,,,,
2026-08-10,4047,25.1,2.9,,,,,
2026-08-10,7613,25.1,-3.9,,,,,
2026-08-10,6481,25.0,2.8,,,,,
2026-08-10,5122,24.9,0.0,,,,,
2026-08-10,5976,24.8,0.0,,,,,
2026-08-10,2108,24.5,0.0,,,,,
2026-08-10,8035,24.5,2.4,,,,,
2026-08-10,1899,24.5,0.0,,,,,
2026-08-10,8051,24.3,0.0,,,,,
2026-08-10,8032,24.1,0.0,,,,,
2026-08-10,6134,23.4,2.1,,,,,
2026-08-10,3708,23.4,0.0,,,,,
2026-08-10,6324,23.3,0.0,,,,,
2026-08-10,6351,23.200000000000003,0.0,,,,,
2026-08-10,6361,23.2,6.0,,,,,
2026-08-10,6806,23.1,3.0,,,,,
2026-08-10,6866,23.0,4.0,,,,,
2026-08-10,6480,23.0,3.2,,,,,
2026-08-10,4369,22.8,3.8,,,,,
2026-08-10,4118,22.7,-5.0,,,,,
2026-08-10,3167,22.4,0.0,,,,,
2026-08-10,5975,22.3,-18.5,,,,,
2026-08-10,4206,22.1,0.0,,,,,
2026-08-10,6254,22.1,10.9,,,,,
2026-08-10,6264,22.1,3.8,,,,,
2026-08-10,5108,22.0,0.0,,,,,
2026-08-10,8410,22.0,0.0,,,,,
2026-08-10,6976,21.9,9.9,,,,,
2026-08-10,7734,21.8,6.2,,,,,
2026-08-10,2607,21.7,0.0,,,,,
2026-08-10,6724,21.7,0.0,,,,,
2026-08-10,5901,20.0,0.0,,,,,
2026-08-10,6250,20.0,0.0,,,,,
2026-08-10,6273,20.0,-4.2,,,,,
2026-08-10,7606,19.9,0.0,,,,,
2026-08-10,7745,19.8,13.9,,,,,
2026-08-10,6674,19.8,5.8,,,,,
2026-08-10,2146,19.700000000000003,-22.3,,,,,
2026-08-10,6638,19.7,17.4,,,,,
2026-08-10,3176,19.7,0.0,,,,,
2026-08-10,6370,19.6,5.9,,,,,
2026-08-10,4722,19.6,1.4,,,,,
2026-08-10,8015,19.6,-6.6,,,,,
2026-08-10,4189,19.5,0.0,,,,,
2026-08-10,3436,19.5,4.2,,,,,
2026-08-10,6301,19.4,-6.2,,,,,
2026-08-10,6844,19.3,6.8,,,,,
2026-08-10,4912,19.3,0.0,,,,,
2026-08-10,7537,19.3,-8.7,,,,,
2026-08-10,5195,19.3,0.0,,,,,
2026-08-10,4634,19.3,0.0,,,,,
2026-08-11,7729,52.2,3.2,,,,,
2026-08-11,6857,50.4,-6.5,,,,,
2026-08-11,6315,47.3,14.0,,,,,
2026-08-11,5805,46.2,-12.2,,,,,
2026-08-11,4980,45.3,14.9,,,,,
2026-08-11,5802,44.6,2.8,,,,,
2026-08-11,4062,44.1,-17.4,,,,,
2026-08-11,6146,42.5,0.4,,,,,
2026-08-11,6501,42.3,-1.4,,,,,
2026-08-11,5801,42.0,-8.1,,,,,
2026-08-11,6871,41.900000000000006,7.7,,,,,
2026-08-11,6323,40.7,9.9,,,,,
2026-08-11,5803,40.6,-17.2,,,,,
2026-08-11,6920,39.900000000000006,14.2,,,,,
2026-08-11,8035,39.0,3.8,,,,,
2026-08-11,6490,38.5,7.5,,,,,
2026-08-11,6668,37.8,11.5,,,,,
2026-08-11,5310,37.4,-5.2,,,,,
2026-08-11,6954,37.3,-2.4,,,,,
