code,name,sector,score,stars,linkage,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
6323,ローツェ,機械,30.999999999999996,★☆☆☆☆,8.7,11.1,4.0,0.0,7.2,0.0,0.0,0.0,見送り(地合い🔴),ASML,1.4,-1.5,8.9,0.5,3848,4676.0,2.0,1.3,12694,ASML+3.4%連動(β0.53) 未反応+1.4% / 半導体製造装置(+2.5%) / MA上昇配列 / パーフェクトオーダー
8035,東京エレクトロン,電気機器,30.999999999999996,★☆☆☆☆,16.7,11.1,1.0,0.0,2.2,0.0,0.0,0.0,見送り(地合い🔴),ASML,4.7,-5.2,6.2,-2.7,62056,70890.0,-0.2,1.2,323208,ASML+3.4%連動(β0.55) 未反応+4.7% / 半導体製造装置(+2.5%)
6103,オークマ,機械,29.8,★☆☆☆☆,14.1,0.0,2.0,0.0,12.0,0.0,1.7,0.0,見送り(地合い🔴),Emerson,3.7,12.6,3.8,5.7,4576,4950.0,2.8,0.6,2511,Emerson+2.7%連動(β0.43) 未反応+3.7% / MA上昇配列 / パーフェクトオーダー / 開示[自己株式の取得](6日前)
6871,日本マイクロニクス,電気機器,29.6,★☆☆☆☆,16.5,11.1,1.0,0.0,1.0,0.0,0.0,0.0,見送り(地合い🔴),ASML,6.4,-0.9,7.9,-1.6,13400,15930.0,-2.6,0.9,21822,ASML+3.4%連動(β0.52) 未反応+6.4% / 半導体製造装置(+2.5%)
6266,タツモ,機械,29.6,★☆☆☆☆,15.6,0.0,2.0,0.0,12.0,0.0,0.0,0.0,見送り(地合い🔴),ASML,5.6,9.9,7.9,6.2,4209,4995.0,6.1,1.0,1634,ASML+3.4%連動(β0.42) 未反応+5.6% / MA上昇配列 / パーフェクトオーダー
6590,芝浦メカトロニクス,電気機器,28.1,★☆☆☆☆,16.1,0.0,1.0,0.0,11.0,0.0,0.0,0.0,見送り(地合い🔴),ASML,8.0,10.2,10.3,6.1,4299,5420.0,2.3,1.0,14561,ASML+3.4%連動(β0.48) 未反応+8.0% / MA上昇配列 / パーフェクトオーダー
7735,ＳＣＲＥＥＮホールディングス,電気機器,27.4,★☆☆☆☆,3.8,11.1,3.0,0.0,9.5,0.0,0.0,0.0,見送り(地合い🔴),ASML,-1.9,15.9,7.2,9.6,16078,18770.0,5.7,1.2,62311,ASML+3.4%連動(β0.45) / 半導体製造装置(+2.5%) / 資金流入増 / MA上昇配列 / パーフェクトオーダー
3436,ＳＵＭＣＯ,金属製品,27.2,★☆☆☆☆,15.2,0.0,2.0,0.0,10.0,0.0,0.0,0.0,見送り(地合い🔴),Emerson,13.3,8.7,11.7,4.4,3532,4614.0,1.5,0.9,89677,Emerson+2.7%連動(β0.47) 未反応+13.3% / MA上昇配列 / パーフェクトオーダー
3923,ラクス,情報・通信業,26.200000000000003,★☆☆☆☆,13.6,0.0,2.0,0.0,8.0,0.0,2.6,0.0,見送り(地合い🔴),Microsoft,3.2,10.9,4.3,6.0,931,1019.0,-1.0,0.9,1690,Microsoft+2.6%連動(β0.60) 未反応+3.2% / MA上昇配列 / 開示[資本業務提携](2日前)
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,26.099999999999998,★☆☆☆☆,3.5,16.9,1.0,0.0,4.7,0.0,0.0,0.0,見送り(地合い🔴),Microsoft,-4.5,8.6,3.3,8.2,2770,2968.0,7.8,1.2,809,Microsoft+2.6%連動(β0.54) / 生成AI・ソフト(+5.5%)
6506,安川電機,電気機器,26.0,★☆☆☆☆,15.7,6.0,4.3,0.0,0.0,0.0,0.0,0.0,見送り(地合い🔴),Emerson,22.7,-22.6,9.2,-19.2,4487,5494.0,-19.4,2.0,46431,Emerson+2.7%連動(β0.55) 未反応+22.7% / ロボット(-7.0%) / 出来高増2.0倍
