code,name,sector,score,score_raw,days_in_top,rank,stars,linkage,ignition,rs_days,rs_slope,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
8604,野村ホールディングス,証券、商品先物取引業,39.5,42.5,5,26,★★★★☆,0.0,18.0,3,6.5,0.0,2.0,0.0,13.5,9.0,0.0,0.0,監視,,0.0,2.3,2.1,2.9,1541,1608.5,0.3,1.5,13888,RS転換3日目 / RS加速+6.5 / 25MA上抜け6日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+31% / PER12倍
8628,松井証券,証券、商品先物取引業,39.3,40.0,5,27,★★★★☆,0.0,16.0,3,14.9,0.0,4.0,0.0,12.0,8.0,0.0,0.0,監視,,0.0,10.6,2.1,6.8,1134,1183.0,5.0,1.9,1012,RS転換3日目 / RS加速+14.9 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 増収+48% / PER20倍
4183,三井化学,化学,39.2,39.2,1,28,★★★★☆,0.0,18.0,2,9.6,0.0,4.0,0.0,10.7,6.5,0.0,0.0,監視,,0.0,3.1,2.8,3.7,2117,2244.0,5.6,1.8,5007,RS転換2日目 / RS加速+9.6 / 25MA上抜け2日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / PER24倍
5975,東プレ,金属製品,39.2,39.2,1,29,★★★★☆,0.0,11.5,32,12.0,0.0,8.7,0.0,13.5,5.5,0.0,0.0,監視,,0.0,22.7,2.8,10.3,3226,3415.0,6.9,2.1,559,RS加速+12.0 / 高値圏かつ未過熱 / 出来高増2.1倍 / 買い出来高優勢 / 資金流入増 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER9倍
8194,ライフコーポレーション,小売業,39.0,39.0,1,30,★★★★☆,0.0,16.0,2,7.7,0.0,5.3,0.0,13.7,4.0,0.0,0.0,監視,,0.0,8.6,2.0,5.6,2634,2742.0,2.0,1.6,533,RS転換2日目 / RS加速+7.7 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / PER13倍
8439,東京センチュリー,その他金融業,39.0,39.0,1,31,★★★★☆,0.0,18.0,1,16.0,0.0,1.0,0.0,13.5,6.5,0.0,0.0,監視,,0.0,6.7,2.0,5.0,2596,2707.0,4.1,1.2,1740,RS転換1日目 / RS加速+16.0 / 25MA上抜け6日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER12倍
6923,スタンレー電気,電気機器,39.0,39.0,3,32,★★★★☆,0.0,18.0,2,7.3,0.0,4.3,0.0,10.7,6.0,0.0,0.0,監視,,0.0,2.7,1.9,1.5,3501,3637.0,1.0,1.3,1747,RS転換2日目 / RS加速+7.3 / 25MA上抜け9日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 増収+22% / PER15倍
5076,インフロニア・ホールディングス,建設業,38.9,42.3,5,33,★★★★☆,0.0,18.0,4,11.7,0.0,4.3,0.0,12.0,8.0,0.0,0.0,監視,,0.0,8.7,2.6,4.8,2700,2849.5,1.8,1.3,4748,RS転換4日目 / RS加速+11.7 / 25MA上抜け9日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 増収+61% / ROE24% / PER11倍
8367,南都銀行,銀行業,38.9,41.5,5,34,★★★★☆,0.0,18.0,4,14.1,0.0,2.0,0.0,13.5,8.0,0.0,0.0,監視,,0.0,10.0,2.7,5.7,1862,1969.0,1.9,0.8,758,RS転換4日目 / RS加速+14.1 / 25MA上抜け6日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+21% / PER18倍
4684,オービック,情報・通信業,38.9,38.900000000000006,1,35,★★★★☆,0.0,16.0,2,10.4,0.0,4.3,0.0,9.0,7.0,2.6,0.0,監視,,0.0,8.7,2.7,5.0,4662,4923.0,3.1,1.3,7582,RS転換2日目 / RS加速+10.4 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / 開示[自己株式の取得](2日前) / ROE17%
2153,Ｅ・Ｊホールディングス,サービス業,38.8,38.8,1,36,★★★★☆,0.0,16.0,2,4.5,0.0,5.3,0.0,11.5,6.0,0.0,0.0,監視,,0.0,3.7,1.6,3.7,1797,1857.0,0.0,1.7,113,RS転換2日目 / RS加速+4.5 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / 52週高値目前 / PER10倍
6178,日本郵政,サービス業,38.8,41.3,3,37,★★★★☆,0.0,18.0,2,13.1,0.0,4.3,0.0,13.5,5.5,0.0,0.0,監視,,0.0,4.3,2.4,5.1,2398,2517.0,4.9,1.5,12358,RS転換2日目 / RS加速+13.1 / 25MA上抜け5日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER19倍
2181,パーソルホールディングス,サービス業,38.8,38.8,1,38,★★★★☆,0.0,16.0,3,8.7,0.0,4.3,0.0,12.0,6.5,0.0,0.0,監視,,0.0,12.7,1.7,5.1,287,297.0,0.0,0.7,3341,RS転換3日目 / RS加速+8.7 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / ROE21% / PER16倍
7380,十六フィナンシャルグループ,銀行業,38.7,41.3,5,39,★★★★☆,0.0,18.0,4,11.1,0.0,3.3,0.0,13.5,6.5,0.0,0.0,監視,,0.0,7.5,3.1,5.3,2468,2629.0,2.2,0.7,1251,RS転換4日目 / RS加速+11.1 / 25MA上抜け6日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER17倍
8131,ミツウロコグループホールディングス,卸売業,38.7,37.7,3,40,★★★★☆,0.0,16.0,2,9.5,0.0,4.3,0.0,8.7,5.5,3.2,0.0,監視,,0.0,12.5,2.8,10.7,2266,2400.0,6.2,1.1,144,RS転換2日目 / RS加速+9.5 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / 開示[自己株式の取得](6日前) / 開示[自己株式の取得](7日前) / PER15倍
9303,住友倉庫,倉庫・運輸関連業,38.6,38.6,1,41,★★★★☆,0.0,16.0,2,4.2,0.0,2.0,0.0,13.5,4.5,2.6,0.0,監視,,0.0,1.0,1.6,2.3,4081,4220.0,1.0,0.9,440,RS転換2日目 / RS加速+4.2 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](2日前) / PER18倍
8308,りそなホールディングス,銀行業,38.6,43.1,5,42,★★★★☆,0.0,16.0,5,9.3,0.0,2.0,0.0,13.5,9.0,2.6,0.0,監視,,0.0,11.0,2.7,6.1,2381,2517.5,2.9,1.2,21717,RS転換5日目 / RS加速+9.3 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](2日前) / 増収+16% / PER22倍
4041,日本曹達,化学,38.5,38.5,1,43,★★★★☆,0.0,16.0,2,3.7,0.0,4.0,0.0,13.5,5.0,0.0,0.0,監視,,0.0,0.9,1.5,1.7,3874,3995.0,1.3,1.6,355,RS転換2日目 / RS加速+3.7 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER12倍
3167,ＴＯＫＡＩホールディングス,卸売業,38.4,38.4,1,44,★★★★☆,0.0,13.0,17,9.9,0.0,6.3,0.0,12.5,4.0,2.6,0.0,監視,,0.0,14.1,1.4,8.1,1295,1333.0,3.4,1.7,364,RS加速+9.9 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / RSI過熱(86)⚠ / 開示[自己株式の取得](2日前) / PER16倍
8336,武蔵野銀行,銀行業,38.4,43.0,5,45,★★★★☆,0.0,18.0,3,9.9,0.0,2.0,0.0,12.2,8.0,2.8,0.0,監視,,0.0,5.6,2.4,4.1,2676,2813.0,2.0,0.9,696,RS転換3日目 / RS加速+9.9 / 25MA上抜け6日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](1日前) / 増収+66% / PER18倍
1762,高松コンストラクショングループ,建設業,38.3,38.3,1,46,★★★★☆,0.0,16.0,3,11.8,0.0,5.3,0.0,11.5,5.5,0.0,0.0,監視,,0.0,10.9,2.1,6.6,4035,4210.0,4.0,1.5,176,RS転換3日目 / RS加速+11.8 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / 52週高値目前 / PER13倍
5482,愛知製鋼,鉄鋼,38.1,36.2,2,47,★★★★☆,0.0,18.0,2,5.7,0.0,3.0,0.0,10.7,4.5,0.0,0.0,監視,,0.0,1.0,2.8,1.1,3042,3225.0,0.0,1.5,445,RS転換2日目 / RS加速+5.7 / 25MA上抜け9日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / PER19倍
9534,北海道瓦斯,電気・ガス業,38.0,38.0,1,48,★★★★☆,0.0,16.0,3,13.8,0.0,8.0,0.0,9.0,5.0,0.0,0.0,監視,,0.0,13.2,2.0,14.1,882,919.0,11.1,5.3,151,RS転換3日目 / RS加速+13.8 / 高値圏かつ未過熱 / 出来高急増5.3倍 / 買い出来高優勢 / MA上昇配列 / 52週高値目前 / RSI過熱(91)⚠ / PER7倍
6463,ＴＰＲ,機械,38.0,37.6,2,49,★★★★☆,0.0,14.0,2,3.0,0.0,3.0,0.0,13.5,4.5,2.6,0.0,監視,,0.0,4.9,1.8,5.2,1566,1624.0,4.1,1.3,195,RS転換2日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](2日前) / PER11倍
7278,エクセディ,輸送用機器,38.0,36.3,2,50,★★★★☆,0.0,16.0,1,6.7,0.0,4.0,0.0,9.7,4.0,2.6,0.0,監視,,0.0,0.9,1.4,0.4,5957,6130.0,-0.6,2.0,1161,RS転換1日目 / RS加速+6.7 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](2日前) / PER20倍
8157,都築電気,情報・通信業,37.9,30.7,3,51,★★★★☆,0.0,18.0,2,5.1,0.0,2.0,0.0,10.7,0.0,0.0,0.0,監視,,0.0,2.8,2.3,1.5,3961,4150.0,-1.0,1.4,154,RS転換2日目 / RS加速+5.1 / 25MA上抜け9日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー
6676,ＢＵＦＦＡＬＯ,電気機器,37.9,37.900000000000006,1,52,★★★★☆,0.0,11.5,36,8.1,0.0,4.3,0.0,13.5,6.0,2.6,0.0,監視,,0.0,11.6,2.4,8.2,2969,3120.0,5.0,1.5,131,RS加速+8.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](2日前) / ROE18% / PER10倍
8098,稲畑産業,卸売業,37.9,40.8,5,53,★★★★☆,0.0,16.0,3,10.8,0.0,4.3,0.0,13.5,7.0,0.0,0.0,監視,,0.0,11.2,1.8,8.2,4359,4520.0,5.6,1.3,444,RS転換3日目 / RS加速+10.8 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+19% / PER12倍
6770,アルプスアルパイン,電気機器,37.8,37.0,2,54,★★★★☆,0.0,18.0,1,13.4,0.0,4.0,0.0,12.0,3.0,0.0,0.0,監視,,0.0,6.6,2.8,3.1,2132,2256.0,2.8,1.6,3090,RS転換1日目 / RS加速+13.4 / 25MA上抜け9日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / PER17倍
8001,伊藤忠商事,卸売業,37.8,37.8,1,55,★★★★☆,0.0,18.0,2,4.3,0.0,4.3,0.0,10.0,5.5,0.0,0.0,監視,,0.0,5.1,2.3,4.6,2056,2157.0,0.9,1.4,25320,RS転換2日目 / RS加速+4.3 / 25MA上抜け9日目 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / PER17倍
6750,エレコム,電気機器,37.7,42.0,3,56,★★★★☆,0.0,16.0,2,11.3,0.0,2.0,0.0,15.0,9.0,0.0,0.0,監視,,0.0,6.8,2.2,5.6,1947,2038.0,5.1,1.1,430,RS転換2日目 / RS加速+11.3 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値ブレイク! / 増収+18% / ROE22% / PER8倍
2613,Ｊ－オイルミルズ,食料品,37.6,38.0,2,57,★★★★☆,0.0,16.0,2,10.1,0.0,5.3,0.0,12.2,4.5,0.0,0.0,監視,,0.0,11.4,1.7,6.7,2231,2311.0,2.0,1.5,198,RS転換2日目 / RS加速+10.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER16倍
3048,ビックカメラ,小売業,37.5,37.5,1,58,★★★★☆,0.0,16.0,2,6.3,0.0,4.0,0.0,12.0,5.5,0.0,0.0,監視,,0.0,1.3,1.8,0.8,1686,1751.0,-2.1,0.4,2085,RS転換2日目 / RS加速+6.3 / 高値圏かつ未過熱 / 資金流入増 / MA上昇配列 / パーフェクトオーダー / PER15倍
8614,東洋証券,証券、商品先物取引業,37.5,43.0,5,59,★★★★☆,0.0,16.0,10,3.6,0.0,5.0,0.0,12.0,10.0,0.0,0.0,監視,,0.0,6.1,2.3,3.4,686,720.0,-0.7,1.5,504,RS転換10日目 / RS加速+3.6 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 増収+55% / ROE18% / PER12倍
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,37.5,37.5,1,60,★★★★☆,0.0,18.0,2,9.4,0.0,0.0,0.0,13.5,6.0,0.0,0.0,監視,,0.0,2.8,3.6,4.0,5573,6000.0,5.0,1.0,13181,RS転換2日目 / RS加速+9.4 / 25MA上抜け6日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+25% / ROE30%
8537,大光銀行,銀行業,37.4,38.2,5,61,★★★★☆,0.0,16.0,4,14.5,0.0,3.3,0.0,12.0,4.5,2.4,0.0,監視,,0.0,14.3,3.7,6.0,2818,3045.0,1.6,0.5,132,RS転換4日目 / RS加速+14.5 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 開示[自己株式の取得](8日前) / 開示[自己株式の取得](9日前) / PER10倍
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,37.4,29.400000000000002,5,62,★★★★☆,0.0,8.0,10,-3.2,8.1,1.0,0.0,8.0,0.0,4.3,0.0,監視,,0.0,5.1,6.1,2.3,2739,3120.0,-1.4,0.7,1537,RS転換10日目 / 生成AI・ソフト(+1.0%) / MA上昇配列 / 開示[自己株式の取得](2日前) / 開示[自己株式取得](6日前)
4665,ダスキン,サービス業,37.3,37.3,1,63,★★★★☆,0.0,16.0,2,8.1,0.0,3.3,0.0,13.5,4.5,0.0,0.0,監視,,0.0,4.2,1.5,2.2,4534,4671.0,-0.5,1.0,536,RS転換2日目 / RS加速+8.1 / 高値圏かつ未過熱 / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / PER24倍
8707,岩井コスモホールディングス,証券、商品先物取引業,37.3,27.0,5,64,★★★★☆,0.0,12.0,10,-1.6,0.0,3.0,0.0,12.0,0.0,0.0,0.0,監視,,0.0,4.1,2.5,2.7,4320,4545.0,-1.8,1.4,542,RS転換10日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー
7177,ＧＭＯフィナンシャルホールディングス,証券、商品先物取引業,37.3,31.0,5,65,★★★★☆,0.0,16.0,10,2.3,0.0,3.0,0.0,12.0,0.0,0.0,0.0,監視,,0.0,4.6,2.6,4.1,1104,1165.0,-0.6,1.2,285,RS転換10日目 / 25MA上抜け9日目 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー
2809,キユーピー,食料品,37.1,37.1,1,66,★★★★☆,0.0,16.0,0,9.0,0.0,4.0,0.0,11.0,3.5,2.6,0.0,監視,,0.0,3.2,1.7,2.5,4628,4793.0,2.0,1.8,1430,RS転換0日目 / RS加速+9.0 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 開示[自己株式の取得](2日前)
4526,理研ビタミン,食料品,37.1,37.1,1,67,★★★★☆,0.0,16.0,2,3.4,0.0,1.0,0.0,12.0,5.5,2.6,0.0,監視,,0.0,4.5,1.5,2.4,3254,3355.0,-2.3,1.1,177,RS転換2日目 / RS加速+3.4 / 高値圏かつ未過熱 / MA上昇配列 / パーフェクトオーダー / 開示[自己株式の取得](2日前) / PER14倍
