code,name,sector,score,stars,linkage,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
6501,日立製作所,電気機器,66.5,★★★★☆,30.0,20.0,5.3,0.0,5.7,5.5,0.0,0.0,見送り(地合い🔴),Eaton,4.7,19.2,3.0,10.0,4956,5267.0,8.6,1.6,60693,Eaton+21.1%連動(β0.45) 未反応+4.7% / 量子(+10.1%) / 買い出来高優勢 / 増収+20%
6508,明電舎,電気機器,57.2,★★★☆☆,26.2,9.3,5.7,0.0,6.0,8.0,2.0,0.0,見送り(地合い🔴),Eaton,2.7,7.8,5.1,5.6,8647,9620.0,6.7,4.0,1954,Eaton+21.1%連動(β0.43) 未反応+2.7% / AIデータセンター・電力(+1.6%) / 出来高急増4.0倍 / 開示[業績予想の修正](3日前) / 増収+26% / ROE18% / PER20倍
6432,竹内製作所,機械,53.5,★★★☆☆,30.0,0.0,3.0,0.0,12.0,8.5,0.0,0.0,見送り(地合い🔴),Eaton,11.5,9.4,4.2,1.8,6821,7450.0,-1.8,1.4,2590,Eaton+21.1%連動(β0.35) 未反応+11.5% / MA上昇配列 / パーフェクトオーダー / ROE16% / PER12倍
4722,フューチャー,情報・通信業,52.5,★★★☆☆,30.0,0.0,10.0,0.0,9.0,8.5,0.0,-5.0,見送り(地合い🔴),Microsoft,5.6,60.2,5.2,24.5,2190,2445.0,10.6,3.2,3239,Microsoft+24.9%連動(β0.35) 未反応+5.6% / 出来高急増3.2倍 / 買い出来高優勢 / 資金流入増 / MA上昇配列 / 52週高値目前 / RSI過熱(85)⚠ / 過熱⚠25MA+25% / ROE20% / PER18倍
8015,豊田通商,卸売業,52.199999999999996,★★★☆☆,29.9,0.0,5.3,0.0,7.0,8.0,2.0,0.0,見送り(地合い🔴),Eaton,4.7,16.4,3.1,7.3,6300,6722.0,4.6,2.0,18531,Eaton+21.1%連動(β0.34) 未反応+4.7% / 出来高増2.0倍 / 開示[業績予想の修正](3日前) / 増収+38% / ROE16% / PER19倍
5805,ＳＷＣＣ,非鉄金属,50.7,★★★☆☆,30.0,6.0,3.0,0.0,2.7,9.0,0.0,0.0,見送り(地合い🔴),Eaton,10.4,-3.5,6.1,-3.2,9969,11350.0,-0.2,1.6,4613,Eaton+21.1%連動(β0.44) 未反応+10.4% / 光通信・電線(-7.0%) / 増収+27% / ROE21% / PER18倍
8035,東京エレクトロン,電気機器,50.7,★★★☆☆,30.0,6.0,4.7,0.0,0.0,7.0,3.0,0.0,見送り(地合い🔴),Applied Materials,21.3,-17.6,8.8,-18.1,45693,55500.0,-11.4,3.2,307615,Applied Materials+18.7%連動(β0.51) 未反応+21.3% / 半導体製造装置(-13.0%) / 出来高急増3.2倍 / 開示[自己株式の取得](0日前) / 増収+33% / ROE31%
6947,図研,電気機器,50.6,★★★☆☆,28.8,0.0,3.3,0.0,11.0,7.5,0.0,0.0,見送り(地合い🔴),Microsoft,3.7,8.9,2.3,3.4,4611,4835.0,6.5,2.1,198,Microsoft+24.9%連動(β0.28) 未反応+3.7% / 出来高増2.1倍 / MA上昇配列 / パーフェクトオーダー / PER19倍
6098,リクルートホールディングス,サービス業,50.2,★★★☆☆,30.0,0.0,2.0,0.0,8.2,7.0,3.0,0.0,見送り(地合い🔴),Microsoft,10.2,14.3,3.6,2.5,11638,12550.0,4.1,1.3,52521,Microsoft+24.9%連動(β0.42) 未反応+10.2% / MA上昇配列 / パーフェクトオーダー / 開示[自己株式の取得](0日前) / ROE31%
6250,やまびこ,機械,49.3,★★☆☆☆,27.3,0.0,1.0,0.0,12.0,7.0,2.0,0.0,見送り(地合い🔴),Eaton,7.3,8.1,3.3,1.5,3618,3875.0,0.9,1.5,303,Eaton+21.1%連動(β0.29) 未反応+7.3% / MA上昇配列 / パーフェクトオーダー / 開示[子会社化](0日前) / 増収+61% / PER11倍
