code,name,sector,score,stars,linkage,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
3994,マネーフォワード,情報・通信業,50.3,★★★☆☆,30.0,0.0,6.3,0.0,10.0,4.0,0.0,0.0,見送り(地合い🔴),Microsoft,9.9,43.9,7.4,8.9,4572,5371.0,5.0,2.0,3168,Microsoft+15.9%連動(β0.58) 未反応+9.9% / 出来高増2.0倍 / MA上昇配列 / パーフェクトオーダー / 増収+24%
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,49.1,★★☆☆☆,30.0,8.4,2.0,0.0,2.2,6.5,0.0,0.0,見送り(地合い🔴),Microsoft,5.0,18.6,3.7,1.0,2595,2805.0,0.3,1.1,818,Microsoft+15.9%連動(β0.50) 未反応+5.0% / 生成AI・ソフト(+1.2%) / 増収+89%
6504,富士電機,電気機器,47.400000000000006,★★☆☆☆,26.7,6.0,2.0,0.0,2.7,7.5,2.5,0.0,見送り(地合い🔴),Microsoft,7.7,2.4,4.7,-2.9,11490,12695.0,-3.7,2.0,11701,Microsoft+15.9%連動(β0.37) 未反応+7.7% / AIデータセンター・電力(-3.9%) / 開示[業績予想の修正](0日前) / PER19倍
6501,日立製作所,電気機器,43.0,★★☆☆☆,4.7,20.0,5.3,0.0,7.0,6.0,0.0,0.0,見送り(地合い🔴),Quanta Services,-6.5,29.2,2.8,10.4,4959,5255.0,8.3,2.1,59321,Quanta Services+6.1%連動(β0.31) / 量子(+14.3%) / 出来高増2.1倍
4063,信越化学工業,化学,40.2,★★☆☆☆,24.0,0.0,1.0,0.0,0.0,7.5,7.7,0.0,見送り(地合い🔴),Microsoft,18.9,-8.4,5.5,-17.0,5119,5756.0,-17.4,1.2,56952,Microsoft+15.9%連動(β0.30) 未反応+18.9% / 開示[自己株式の取得](0日前) / 開示[自己株式取得](0日前) / PER23倍
4369,トリケミカル研究所,化学,39.5,★☆☆☆☆,30.0,0.0,1.0,0.0,0.0,8.5,0.0,0.0,見送り(地合い🔴),Microsoft,18.4,-7.1,7.5,-13.3,2464,2898.0,-14.0,1.4,1731,Microsoft+15.9%連動(β0.45) 未反応+18.4% / ROE18% / PER17倍
4722,フューチャー,情報・通信業,39.4,★☆☆☆☆,14.2,0.0,10.0,0.0,11.7,8.5,0.0,-5.0,見送り(地合い🔴),Microsoft,-5.1,73.4,5.5,27.3,2178,2449.0,12.2,10.4,2771,Microsoft+15.9%連動(β0.36) / 出来高急増10.4倍 / 買い出来高優勢 / 資金流入増 / MA上昇配列 / 52週高値ブレイク! / 過熱⚠25MA+27% / ROE20% / PER18倍
6098,リクルートホールディングス,サービス業,37.4,★☆☆☆☆,17.4,0.0,2.0,0.0,11.0,7.0,0.0,0.0,見送り(地合い🔴),Microsoft,-0.2,24.3,3.5,5.9,12006,12915.0,4.5,1.0,52251,Microsoft+15.9%連動(β0.44) / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / ROE31%
6857,アドバンテスト,電気機器,37.3,★☆☆☆☆,18.8,6.0,2.0,0.0,1.2,7.0,2.3,0.0,見送り(地合い🔴),Quanta Services,6.2,-0.4,8.6,-5.8,23121,27935.0,-9.3,1.8,269823,Quanta Services+6.1%連動(β0.45) 未反応+6.2% / HBM・後工程(-19.5%) / 開示[業績予想の修正](1日前) / 増収+41% / ROE58%
9984,ソフトバンクグループ,情報・通信業,36.5,★☆☆☆☆,30.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,見送り(地合い🔴),Microsoft,24.0,-10.7,9.9,-21.2,3707,4622.0,-21.9,1.1,300571,Microsoft+15.9%連動(β0.50) 未反応+24.0% / ROE33% / PER5倍
3923,ラクス,情報・通信業,36.5,★☆☆☆☆,18.0,0.0,2.0,0.0,8.0,8.5,0.0,0.0,見送り(地合い🔴),Microsoft,-3.8,29.4,4.1,8.0,995,1084.0,13.0,0.9,1999,Microsoft+15.9%連動(β0.57) / MA上昇配列 / 増収+20% / ROE55%
9449,ＧＭＯインターネットグループ,情報・通信業,36.3,★☆☆☆☆,11.5,0.0,6.3,0.0,11.5,7.0,0.0,0.0,見送り(地合い🔴),Microsoft,-2.9,37.3,3.1,10.5,3949,4212.0,6.3,2.8,2105,Microsoft+15.9%連動(β0.29) / 出来高増2.8倍 / MA上昇配列 / 52週高値目前 / ROE19%
6723,ルネサスエレクトロニクス,電気機器,36.0,★☆☆☆☆,30.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,見送り(地合い🔴),Microsoft,26.2,-25.3,9.7,-26.7,2578,3196.0,-23.9,1.2,62225,Microsoft+15.9%連動(β0.47) 未反応+26.2% / 増収+23%
3984,ユーザーローカル,情報・通信業,35.9,★☆☆☆☆,20.4,0.0,0.0,0.0,5.5,10.0,0.0,0.0,見送り(地合い🔴),Microsoft,1.3,17.8,2.7,2.8,1704,1801.0,4.6,0.5,133,Microsoft+15.9%連動(β0.41) 未反応+1.3% / MA上昇配列 / 増収+16% / ROE20% / PER17倍
6871,日本マイクロニクス,電気機器,35.5,★☆☆☆☆,19.0,6.0,2.0,0.0,0.0,8.5,0.0,0.0,見送り(地合い🔴),Quanta Services,25.1,-19.1,12.0,-23.3,9076,11930.0,-27.1,1.5,19641,Quanta Services+6.1%連動(β0.46) 未反応+25.1% / 半導体製造装置(-25.6%) / 増収+26% / ROE24%
7741,ＨＯＹＡ,精密機器,35.5,★☆☆☆☆,25.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,見送り(地合い🔴),Microsoft,8.1,4.3,2.5,-5.1,22644,23840.0,-4.0,1.1,25288,Microsoft+15.9%連動(β0.33) 未反応+8.1% / 増収+15% / ROE25%
6988,日東電工,化学,35.3,★☆☆☆☆,16.8,0.0,2.0,0.0,9.0,7.5,0.0,0.0,見送り(地合い🔴),Microsoft,1.4,20.1,3.2,5.2,3219,3442.0,3.7,1.3,11172,Microsoft+15.9%連動(β0.32) 未反応+1.4% / MA上昇配列 / PER17倍
6702,富士通,電気機器,35.3,★☆☆☆☆,0.0,20.0,5.3,0.0,7.0,6.0,0.0,-3.0,見送り(地合い🔴),,0.0,32.9,3.3,15.9,3646,3902.0,20.3,1.7,28770,量子(+14.3%) / 買い出来高優勢 / 伸びすぎ注意(25MA+16%) / ROE16% / PER22倍
5803,フジクラ,非鉄金属,34.1,★☆☆☆☆,19.6,6.0,1.0,0.0,0.0,7.5,0.0,0.0,見送り(地合い🔴),Quanta Services,22.1,-23.8,9.8,-25.8,2989,3720.0,-21.3,1.2,184718,Quanta Services+6.1%連動(β0.50) 未反応+22.1% / 光通信・電線(-16.1%) / 増収+22% / ROE32%
