code,name,sector,score,stars,linkage,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
6871,日本マイクロニクス,電気機器,45.099999999999994,★★☆☆☆,23.9,6.0,0.0,0.0,8.2,7.0,0.0,0.0,,Micron,3.1,7.6,8.1,1.5,13710,16370.0,-3.1,0.8,21537,Micron+14.4%連動(β0.41) 未反応+3.1% / 半導体製造装置(-8.4%) / MA上昇配列 / パーフェクトオーダー / 増収+26% / ROE24%
6323,ローツェ,機械,41.1,★★☆☆☆,24.4,6.0,3.0,0.0,2.2,5.5,0.0,0.0,,Micron,6.0,9.2,9.1,-0.8,3783,4628.0,-6.5,0.9,14043,Micron+14.4%連動(β0.35) 未反応+6.0% / 半導体製造装置(-8.4%) / ROE15%
6951,日本電子,電気機器,40.5,★★☆☆☆,20.5,0.0,2.0,0.0,12.0,6.0,0.0,0.0,,Micron,8.4,22.1,4.9,8.0,7423,8229.0,-2.2,0.5,2803,Micron+14.4%連動(β0.24) 未反応+8.4% / MA上昇配列 / パーフェクトオーダー / ROE16% / PER19倍
6501,日立製作所,電気機器,38.9,★☆☆☆☆,15.9,8.0,2.0,0.0,7.0,6.0,0.0,0.0,,Micron,2.6,8.7,2.9,2.9,4570,4854.0,1.2,0.7,55456,Micron+14.4%連動(β0.22) 未反応+2.6% / 量子(+1.0%)
6857,アドバンテスト,電気機器,38.5,★☆☆☆☆,17.0,6.0,0.0,0.0,8.5,7.0,0.0,0.0,,Micron,1.3,4.0,6.4,1.1,26853,30800.0,-2.3,0.9,266598,Micron+14.4%連動(β0.36) 未反応+1.3% / HBM・後工程(-6.0%) / MA上昇配列 / パーフェクトオーダー / 増収+41% / ROE58%
6146,ディスコ,機械,38.3,★☆☆☆☆,24.8,6.0,2.0,0.0,0.0,5.5,0.0,0.0,,Micron,6.8,-7.7,6.3,-8.8,60671,69410.0,-5.6,1.2,113577,Micron+14.4%連動(β0.36) 未反応+6.8% / HBM・後工程(-6.0%) / ROE25%
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,38.2,★☆☆☆☆,18.7,6.0,1.0,0.0,6.0,6.5,0.0,0.0,,SK hynix,8.5,11.7,3.4,0.9,2608,2796.0,-5.2,0.8,785,SK hynix+8.8%連動(β0.31) 未反応+8.5% / 生成AI・ソフト(-5.2%) / 増収+89%
8707,岩井コスモホールディングス,証券、商品先物取引業,37.9,★☆☆☆☆,13.4,0.0,2.0,0.0,13.5,9.0,0.0,0.0,,Emerson,3.1,14.8,2.8,4.4,4062,4305.0,-2.7,1.0,419,Emerson+6.1%連動(β0.27) 未反応+3.1% / MA上昇配列 / パーフェクトオーダー / 52週高値目前 / 増収+54% / PER10倍
7735,ＳＣＲＥＥＮホールディングス,電気機器,37.8,★☆☆☆☆,22.8,6.0,1.0,0.0,1.0,7.0,0.0,0.0,,Micron,15.6,8.5,7.7,-4.5,14075,16650.0,-12.0,0.7,64443,Micron+14.4%連動(β0.30) 未反応+15.6% / 半導体製造装置(-8.4%) / ROE20%
6098,リクルートホールディングス,サービス業,37.8,★☆☆☆☆,18.0,0.0,3.3,0.0,9.5,7.0,0.0,0.0,,Emerson,4.5,15.3,3.2,4.0,11563,12355.0,-1.8,0.8,48533,Emerson+6.1%連動(β0.39) 未反応+4.5% / 買い出来高優勢 / MA上昇配列 / パーフェクトオーダー / ROE31%
