code,name,sector,score,stars,linkage,theme,supply,etf,tech,fund,material,penalty,signal,driver,gap_pct,rs20,atr_pct,dev25,stop,close,chg5d,v_ratio,turnover_m,reasons_str
6501,日立製作所,電気機器,38.6,★☆☆☆☆,2.6,20.0,3.0,0.0,7.0,6.0,0.0,0.0,見送り(地合い🔴),Qorvo,-1.1,21.1,2.7,4.6,4690,4957.0,3.1,1.2,55359,Qorvo+3.5%連動(β0.30) / 量子(+9.6%)
8604,野村ホールディングス,証券、商品先物取引業,37.0,★☆☆☆☆,16.8,0.0,3.0,0.0,8.2,9.0,0.0,0.0,見送り(地合い🔴),GM,5.1,21.5,3.0,3.2,1478,1572.5,-1.9,1.3,16350,GM+8.2%連動(β0.24) 未反応+5.1% / MA上昇配列 / パーフェクトオーダー / 増収+28% / PER13倍
6702,富士通,電気機器,36.7,★☆☆☆☆,0.0,20.0,6.7,0.0,7.0,6.0,0.0,-3.0,見送り(地合い🔴),,0.0,28.6,3.2,15.1,3596,3844.0,16.1,2.4,27251,量子(+9.6%) / 出来高増2.4倍 / 買い出来高優勢 / 伸びすぎ注意(25MA+15%) / ROE16% / PER22倍
6857,アドバンテスト,電気機器,33.0,★☆☆☆☆,15.5,6.0,2.0,0.0,0.0,7.0,2.5,0.0,見送り(地合い🔴),Qorvo,19.6,-11.9,9.0,-15.4,20664,25200.0,-14.8,1.7,256831,Qorvo+3.5%連動(β0.40) 未反応+19.6% / HBM・後工程(-20.9%) / 開示[業績予想の修正](0日前) / 増収+41% / ROE58%
8035,東京エレクトロン,電気機器,32.7,★☆☆☆☆,17.7,6.0,2.0,0.0,0.0,7.0,0.0,0.0,見送り(地合い🔴),Google,26.5,-25.0,9.2,-27.8,40836,50000.0,-24.2,1.8,290465,Google+5.3%連動(β0.43) 未反応+26.5% / 半導体製造装置(-24.9%) / ROE29%
6323,ローツェ,機械,31.3,★☆☆☆☆,15.3,6.0,3.0,0.0,0.0,7.0,0.0,0.0,見送り(地合い🔴),Qorvo,26.8,-18.5,12.6,-24.0,2583,3450.0,-23.3,1.6,14917,Qorvo+3.5%連動(β0.39) 未反応+26.8% / 半導体製造装置(-24.9%) / ROE15%
4980,デクセリアルズ,化学,30.7,★☆☆☆☆,15.2,6.0,1.0,0.0,0.0,8.5,0.0,0.0,見送り(地合い🔴),NetApp,16.1,-16.1,6.7,-21.4,2713,3135.0,-15.1,1.3,6089,NetApp+3.3%連動(β0.39) 未反応+16.1% / 光通信・電線(-15.9%) / ROE27% / PER20倍
6146,ディスコ,機械,30.2,★☆☆☆☆,15.2,6.0,2.0,0.0,0.0,7.0,0.0,0.0,見送り(地合い🔴),Qorvo,27.3,-26.6,9.7,-28.4,41361,51320.0,-25.2,1.5,122811,Qorvo+3.5%連動(β0.37) 未反応+27.3% / HBM・後工程(-20.9%) / 増収+27% / ROE27%
7735,ＳＣＲＥＥＮホールディングス,電気機器,29.6,★☆☆☆☆,14.6,6.0,3.0,0.0,0.0,6.0,0.0,0.0,見送り(地合い🔴),Qorvo,30.6,-23.9,11.0,-31.3,9151,11730.0,-28.9,2.0,63364,Qorvo+3.5%連動(β0.30) 未反応+30.6% / 半導体製造装置(-24.9%) / ROE19% / PER24倍
6326,クボタ,機械,29.4,★☆☆☆☆,7.9,0.0,4.0,0.0,11.0,6.5,0.0,0.0,見送り(地合い🔴),GM,1.1,15.1,2.9,2.7,2656,2817.5,2.0,1.7,7867,GM+8.2%連動(β0.23) 未反応+1.1% / MA上昇配列 / パーフェクトオーダー / PER17倍
